9.518	2	0.21944
19.13	2	-0.17502
26.449	2	0.74626
36.1	2	0.74626
63.656	2	0.18978
73.187	2	-0.27051
81.759	2	-0.22087
92.451	2	-0.18759
117.06	2	-0.24351
126.9	2	-0.30036
141.04	2	-0.17502
158.71	2	-0.13906
167.06	2	-0.30036
178.36	2	-0.13906
216	2	-0.078583
221.92	2	1
226.13	2	-0.096171
245.3	2	0.21944
254.73	2	-0.078583
279.31	2	-0.12884
284.96	2	0.74626
291.3	2	-0.18759
296.4	2	-0.22087
305.03	2	-0.17502
321.8	2	-0.096171
329.01	2	0.034974
334.51	2	-0.12884
359.94	2	-0.29412
393.46	2	-0.30036
408.2	2	-0.24351
414.19	2	-0.22087
421.38	2	0.034974
429.03	2	0.18978
437.56	2	-0.096171
444.96	2	0.13126
451.35	2	-0.30036
457.19	2	-0.13906
469.48	2	0.13126
476.86	2	-0.12884
482.8	2	1
497.67	2	-0.027117
510.18	2	0.21944
520.11	2	-0.027117
535.57	2	-0.13906
550.85	2	-0.078583
558.01	2	-0.29412
570.06	2	-0.29412
577.46	2	0.39785
592.16	2	0.18978
603.66	2	-0.24351
611.09	2	-0.30036
617.6	2	-0.30036
631.26	2	0.39785
644.74	2	1
651.82	2	-0.27051
655.53	2	-0.034611
667.39	2	-0.27051
672.78	2	-0.027117
679.15	2	-0.18759
686.62	2	-0.034611
