0	2	1
7.625	2	1
18.023	2	1
23.515	2	1
34.78	2	1
49.404	2	1
65.321	2	1
71.961	2	1
80.439	2	1
92.677	2	1
98.676	2	1
105.29	2	1
111.14	2	1
121.83	2	1
126.63	2	1
132.02	2	1
155.49	2	1
167.6	2	1
173.26	2	1
195.81	2	1
210.06	2	1
217.32	2	1
224.28	2	1
236.13	2	1
243.78	2	1
255.26	2	1
263.27	2	1
269.15	2	1
282.91	2	1
288.38	2	1
295.59	2	1
303.68	2	1
309.83	2	1
322.3	2	1
329.78	2	1
337.94	2	1
358.26	2	1
363.66	2	1
369.42	2	1
417.13	2	1
431.76	2	1
444.23	2	1
450.83	2	1
459.07	2	1
467.93	2	1
481.96	2	1
494.17	2	1
515.1	2	1
520.06	2	1
544.33	2	1
552.54	2	1
560	2	1
570.59	2	1
583.27	2	1
593.47	2	1
599.93	2	1
613.35	2	1
622.42	2	1
629.8	2	1
638.12	2	1
