7.906	2	-0.88981
17.224	2	-0.18132
21.849	2	1
29.808	2	1
49.791	2	0.16013
58.523	2	0.72315
65.682	2	-0.049946
73.027	2	-0.27151
91.784	2	-0.18132
100.02	2	0.0053408
109.93	2	-0.18132
120.63	2	-0.18132
125.1	2	0.0053408
134.92	2	-0.049946
165.62	2	0.43699
171.62	2	0.72315
175.72	2	0.0053408
191.43	2	-0.88981
200.74	2	0.43699
220.68	2	-0.33611
226.2	2	1
233.12	2	-0.27151
237.22	2	-0.049946
243.8	2	-0.18132
259.06	2	0.0053408
266.25	2	-0.049946
271.61	2	-0.33611
294.96	2	0.3817
324.32	2	0.0053408
335.85	2	-0.18132
340.47	2	-0.049946
345.54	2	-0.049946
351.9	2	0.16013
358.87	2	0.0053408
362.96	2	-0.27151
367.87	2	0.0053408
373.63	2	-0.27151
381.75	2	-0.27151
389	2	-0.88981
396.48	2	0.72315
412.43	2	-0.27151
424.93	2	-0.33611
434.28	2	-0.27151
447.86	2	-0.18132
458.76	2	0.43699
465.31	2	0.3817
477.64	2	0.3817
485.31	2	-1.0446
501.61	2	0.16013
513.51	2	-0.18132
520.55	2	0.0053408
526.52	2	0.0053408
538.45	2	-1.0446
549.81	2	0.72315
556.65	2	0.72315
562.45	2	-0.18132
573.47	2	0.72315
577.35	2	-0.27151
583.16	2	-0.27151
589.58	2	-0.18132
