0	2	0.13833
12.812	2	-0.54213
18.25	2	1
22.103	2	-0.28309
27.648	2	-0.4151
40.726	2	-0.67413
45.739	2	1
62.029	2	-0.15903
74.654	2	-0.54213
83.559	2	0.13833
89.398	2	0.27329
99.876	2	-0.41806
106.22	2	-0.4151
114.49	2	-0.67413
128.93	2	-0.67413
140.88	2	1
145.16	2	-0.4151
151.13	2	-0.54213
160.17	2	-0.15903
164.19	2	0.27329
177.08	2	-0.84742
183	2	1
188.01	2	0.27329
234.49	2	-0.24478
238.85	2	-0.28309
249.34	2	0.13833
255.77	2	0.27329
274.95	2	-0.24478
282.19	2	0.87593
289.96	2	1
296.08	2	1
303.85	2	-0.41806
320.49	2	1
326.29	2	1
337.13	2	-0.4151
353.32	2	0.27329
358.05	2	-0.15903
364.3	2	-0.4151
368.91	2	-0.28309
372.75	2	-0.4151
379.68	2	-0.28309
385.19	2	-0.10981
392.75	2	0.27329
396.65	2	1
413.01	2	0.13833
424.15	2	-0.15903
434.87	2	-0.41806
452.77	2	-0.24478
458.45	2	-0.15903
478.57	2	0.31161
485.08	2	0.13833
496.22	2	1
502.02	2	-0.28309
509.06	2	-0.4151
515.15	2	1
537.57	2	-0.84742
541.51	2	-0.97148
547.09	2	-0.15903
559.58	2	-0.4151
566.42	2	-0.4151
