0	2	-0.32458
8.491	2	0.017
19.436	2	0.74154
25.648	2	-0.20971
38.966	2	-0.32458
56.75	2	-0.16027
77.479	2	-0.2743
84.571	2	-0.053881
92.091	2	-0.19691
103.23	2	-0.026374
108.74	2	-0.32458
115.06	2	-0.29418
119.31	2	-0.14986
130.38	2	-0.2743
134.83	2	-0.098672
139.57	2	0.17469
163.8	2	0.38663
178.22	2	-0.053881
182.9	2	0.38663
207.5	2	0.11508
222.25	2	-0.098672
226.93	2	0.74154
233.95	2	-0.2743
245.73	2	-0.11659
253.62	2	0.0040306
265.98	2	-0.29418
271.26	2	0.74154
277.69	2	0.11508
293.14	2	-0.32458
302.56	2	-0.20971
310.05	2	-0.26667
319.7	2	-0.31822
324.16	2	-0.32458
341.61	2	0.017
350.02	2	0.38663
355.3	2	-0.26667
375.06	2	1
378.53	2	0.20491
384.44	2	-0.16027
437.71	2	-0.31822
451.36	2	-0.14986
462.95	2	-0.11659
468.84	2	0.20491
474.25	2	-0.24361
482.04	2	-0.14986
494.53	2	-0.19691
506.15	2	0.11508
525.16	2	0.17469
529.38	2	-0.16027
553.08	2	-0.20971
560.82	2	-0.31822
566.76	2	-0.24361
578.09	2	-0.24361
588.95	2	1
595.64	2	1
601.66	2	0.20491
614.44	2	0.017
626.81	2	0.17469
633.02	2	-0.053881
641.16	2	-0.098672
