0	2	-0.21824
7.625	2	0.060961
18.023	2	1
23.515	2	-0.36499
34.78	2	-0.21824
49.404	2	-0.19387
65.321	2	-0.035282
71.961	2	-0.11039
80.439	2	-0.13481
92.677	2	-0.16678
98.676	2	-0.26248
105.29	2	-0.057997
111.14	2	0.12437
121.83	2	-0.035282
126.63	2	-0.023277
132.02	2	0.42783
155.49	2	0.17231
167.6	2	-0.025724
173.26	2	0.17231
195.81	2	0.074143
210.06	2	-0.023277
217.32	2	1
224.28	2	-0.035282
236.13	2	-0.19387
243.78	2	-0.21824
255.26	2	-0.16678
263.27	2	1
269.15	2	0.074143
282.91	2	-0.26248
288.38	2	-0.36499
295.59	2	-0.025724
303.68	2	-0.12086
309.83	2	-0.26248
322.3	2	0.060961
329.78	2	-0.39708
337.94	2	-0.11439
358.26	2	0.015137
363.66	2	0.26238
369.42	2	-0.13481
417.13	2	-0.12086
431.76	2	-0.34914
444.23	2	-0.19387
450.83	2	0.26238
459.07	2	-0.0085472
467.93	2	-0.34914
481.96	2	-0.13481
494.17	2	0.074143
515.1	2	0.42783
520.06	2	-0.025724
544.33	2	-0.36499
552.54	2	-0.12086
560	2	-0.0085472
570.59	2	-0.0085472
583.27	2	0.015137
593.47	2	0.015137
599.93	2	0.26238
613.35	2	0.060961
622.42	2	0.42783
629.8	2	-0.11439
638.12	2	-0.023277
