9.518	2	-0.23672
19.13	2	0.21338
26.449	2	1
36.1	2	1
63.656	2	0.42528
73.187	2	-0.98536
81.759	2	0.33799
92.451	2	0.13788
117.06	2	0.21338
126.9	2	0.30057
141.04	2	0.21338
158.71	2	-0.074026
167.06	2	0.30057
178.36	2	-0.074026
216	2	-0.73603
221.92	2	0.8373
226.13	2	0.30057
245.3	2	-0.23672
254.73	2	-0.73603
279.31	2	-0.23672
284.96	2	1
291.3	2	0.13788
296.4	2	0.33799
305.03	2	0.21338
321.8	2	0.30057
329.01	2	-0.48604
334.51	2	-0.23672
359.94	2	-0.77345
393.46	2	0.30057
408.2	2	0.21338
414.19	2	0.33799
421.38	2	-0.48604
429.03	2	0.42528
437.56	2	0.30057
444.96	2	0.13788
451.35	2	0.30057
457.19	2	-0.074026
469.48	2	0.13788
476.86	2	-0.23672
482.8	2	0.8373
497.67	2	-0.28593
510.18	2	-0.23672
520.11	2	-0.28593
535.57	2	-0.074026
550.85	2	-0.73603
558.01	2	-0.77345
570.06	2	-0.77345
577.46	2	-0.36143
592.16	2	0.42528
603.66	2	0.21338
611.09	2	0.30057
617.6	2	0.30057
631.26	2	-0.36143
644.74	2	0.8373
651.82	2	-0.98536
655.53	2	-0.36143
667.39	2	-0.98536
672.78	2	-0.28593
679.15	2	0.13788
686.62	2	-0.36143
