0	2	-0.1851
11.559	2	-0.198
15.385	2	0.3774
21.224	2	-0.1851
25.396	2	-0.1851
38.207	2	-0.45093
42.832	2	0.33561
59.578	2	-0.1851
72.348	2	-0.198
79.92	2	-0.1851
86.479	2	0.54134
96.344	2	-0.46383
103.4	2	-0.094162
110.57	2	-0.45093
123.77	2	-0.45093
134.74	2	0.80717
138.91	2	-0.45093
145.32	2	0.17167
156.6	2	-0.094162
161.21	2	-0.8206
172.21	2	-0.094162
178.36	2	0.3774
181.89	2	0.54134
234.08	2	-0.034061
240.37	2	-0.29989
251.78	2	1
260.62	2	-0.8206
289.56	2	-0.034061
297.44	2	-0.094162
303.89	2	-0.65666
309.6	2	0.80717
315.73	2	-0.46383
329.56	2	0.3774
335.44	2	-0.65666
348.22	2	-0.45093
365.99	2	0.54134
373.95	2	0.17167
384.83	2	-0.45093
390.35	2	0.17167
398.46	2	0.17167
409.18	2	-0.29989
414.54	2	-0.1851
422.66	2	0.17167
431.29	2	0.17167
455.59	2	1
465.47	2	-0.1851
476.53	2	-0.46383
490.53	2	-0.034061
496.13	2	-0.1851
516.14	2	-0.1851
522.2	2	1
533.74	2	0.17167
542.99	2	0.17167
554.41	2	-0.094162
562.53	2	0.80717
589.75	2	-0.094162
593.8	2	0.33561
599.58	2	0.17167
621.4	2	0.17167
632.54	2	-0.1851
