0	2	0.25625
5.825	2	0.25625
10.505	2	0.4415
30.727	2	1
45.098	2	1
51.751	2	-0.30226
58.91	2	-0.71828
65.095	2	0.25625
71.174	2	-0.17984
87.064	2	1
95.316	2	0.11557
116.05	2	0.25625
124.28	2	-1.0137
132.46	2	0.11557
157.51	2	0.28857
165.74	2	0.87759
175.16	2	-0.44293
185.43	2	1
190.15	2	0.25625
228.25	2	-0.45519
250.53	2	0.25625
260.58	2	0.28857
278.93	2	1
285.7	2	-0.45519
292.1	2	-0.45519
311.08	2	-0.56535
337.55	2	-0.89127
345.42	2	-0.30226
359.47	2	1
364.02	2	-0.56535
371.84	2	0.25625
381.61	2	-0.17984
386.32	2	-0.12926
395.88	2	0.25625
399.56	2	-0.26994
410.37	2	-0.0068448
421.25	2	-0.17984
427.38	2	-0.71828
443.23	2	0.11557
461.6	2	0.11557
476.57	2	-0.45519
488.21	2	-0.17984
506.11	2	-0.44293
512.07	2	-0.71828
519.19	2	-1.0137
525.99	2	1
541.81	2	-0.17984
549.34	2	-0.44293
553.08	2	-0.30226
567.75	2	-0.45519
576.19	2	-0.56535
583.21	2	1
588.63	2	1
599.06	2	0.28857
606.91	2	-0.12926
626.26	2	-0.45519
632.53	2	-0.17984
644.66	2	1
653.29	2	-0.45519
663.98	2	-0.89127
