0	2	0.23797
11.864	2	-0.9233
16.157	2	0.44325
19.703	2	0.23797
23.89	2	0.35869
37.714	2	-0.40335
42.726	2	-0.19807
57.43	2	0.16482
70.068	2	-0.9233
76.827	2	0.23797
82.185	2	0.16482
92.384	2	-0.68177
99.102	2	-0.40335
106.58	2	0.32244
122.25	2	0.32244
136.44	2	1
140.18	2	0.32244
145.94	2	-0.9233
153.04	2	0.23797
156.93	2	-0.31888
168.89	2	0.16482
173.36	2	0.44325
177.61	2	0.16482
228.64	2	-0.71802
232.73	2	-0.43959
242.71	2	0.84239
248.34	2	-0.31888
267.78	2	-0.71802
275.35	2	0.16482
281.52	2	-0.19807
287.02	2	1
294.35	2	-0.68177
309.13	2	0.44325
313.68	2	-0.19807
326.16	2	0.32244
344.23	2	0.16482
348.82	2	0.23797
355.47	2	0.32244
359.76	2	-0.31888
365.16	2	0.32244
371.48	2	-0.43959
377.1	2	0.23797
384.07	2	-0.31888
389.03	2	-0.040455
410.64	2	0.84239
421.17	2	-0.24573
432.54	2	-0.68177
447.99	2	-0.71802
452.92	2	0.16482
472.01	2	0.23797
479.34	2	0.84239
490.58	2	-0.19807
496.06	2	-0.43959
503.21	2	-0.40335
508.54	2	1
531.36	2	0.16482
535.45	2	-0.040455
544.8	2	0.23797
557.46	2	-0.040455
568.6	2	-0.43959
