0	2	1
11.864	2	1
16.157	2	1
19.703	2	1
23.89	2	1
37.714	2	1
42.726	2	1
57.43	2	1
70.068	2	1
76.827	2	1
82.185	2	1
92.384	2	1
99.102	2	1
106.58	2	1
122.25	2	1
136.44	2	1
140.18	2	1
145.94	2	1
153.04	2	1
156.93	2	1
168.89	2	1
173.36	2	1
177.61	2	1
228.64	2	1
232.73	2	1
242.71	2	1
248.34	2	1
267.78	2	1
275.35	2	1
281.52	2	1
287.02	2	1
294.35	2	1
309.13	2	1
313.68	2	1
326.16	2	1
344.23	2	1
348.82	2	1
355.47	2	1
359.76	2	1
365.16	2	1
371.48	2	1
377.1	2	1
384.07	2	1
389.03	2	1
410.64	2	1
421.17	2	1
432.54	2	1
447.99	2	1
452.92	2	1
472.01	2	1
479.34	2	1
490.58	2	1
496.06	2	1
503.21	2	1
508.54	2	1
531.36	2	1
535.45	2	1
544.8	2	1
557.46	2	1
568.6	2	1
